,win,loss,total_pr_trial,accumulated_score,deck_select,no,session,sub_ID,data_type,Study,Group
38,100,0,100,200,2,39,1,136,fmri,own,1
39,100,0,100,300,2,40,1,136,fmri,own,1
40,50,0,50,50,3,1,2,136,fmri,own,1
41,100,-250,-150,-100,1,2,2,136,fmri,own,1
42,100,0,100,0,2,3,2,136,fmri,own,1
43,50,0,50,50,4,4,2,136,fmri,own,1
44,100,0,100,150,2,5,2,136,fmri,own,1
45,50,0,50,200,4,6,2,136,fmri,own,1
46,50,0,50,250,4,7,2,136,fmri,own,1
47,100,-1250,-1150,-900,2,8,2,136,fmri,own,1
48,50,-50,0,-900,3,9,2,136,fmri,own,1
49,100,0,100,-800,1,10,2,136,fmri,own,1
50,50,0,50,-750,4,11,2,136,fmri,own,1
51,50,0,50,-700,4,12,2,136,fmri,own,1
52,100,0,100,-600,2,13,2,136,fmri,own,1
53,50,-50,0,-600,3,14,2,136,fmri,own,1
54,100,0,100,-500,1,15,2,136,fmri,own,1
55,100,0,100,-400,2,16,2,136,fmri,own,1
56,100,0,100,-300,1,17,2,136,fmri,own,1
57,50,0,50,-250,4,18,2,136,fmri,own,1
58,50,0,50,-200,3,19,2,136,fmri,own,1
59,100,0,100,-100,2,20,2,136,fmri,own,1
60,50,0,50,-50,4,21,2,136,fmri,own,1
61,50,0,50,0,4,22,2,136,fmri,own,1
62,100,0,100,100,2,23,2,136,fmri,own,1
63,100,-250,-150,-50,1,24,2,136,fmri,own,1
64,50,0,50,0,4,25,2,136,fmri,own,1
65,100,0,100,100,2,26,2,136,fmri,own,1
66,50,0,50,150,3,27,2,136,fmri,own,1
67,100,0,100,250,1,28,2,136,fmri,own,1
68,50,-50,0,250,3,29,2,136,fmri,own,1
69,100,-250,-150,100,1,30,2,136,fmri,own,1
70,50,-250,-200,-100,4,31,2,136,fmri,own,1
71,50,0,50,-50,3,32,2,136,fmri,own,1
72,100,0,100,50,2,33,2,136,fmri,own,1
73,50,0,50,100,4,34,2,136,fmri,own,1
74,100,-250,-150,-50,1,35,2,136,fmri,own,1
75,50,-50,0,-50,3,36,2,136,fmri,own,1
76,100,0,100,50,2,37,2,136,fmri,own,1
77,50,0,50,100,3,38,2,136,fmri,own,1
78,100,0,100,200,2,39,2,136,fmri,own,1
79,100,-250,-150,50,1,40,2,136,fmri,own,1
80,100,-1250,-1150,-1150,2,1,3,136,fmri,own,1
81,100,0,100,-1050,1,2,3,136,fmri,own,1
82,50,0,50,-1000,4,3,3,136,fmri,own,1
83,50,-50,0,-1000,3,4,3,136,fmri,own,1
84,100,0,100,-900,2,5,3,136,fmri,own,1
85,50,0,50,-850,3,6,3,136,fmri,own,1
86,100,0,100,-750,2,7,3,136,fmri,own,1
87,50,-50,0,-750,3,8,3,136,fmri,own,1
88,50,-50,0,-750,3,9,3,136,fmri,own,1
89,50,0,50,-700,4,10,3,136,fmri,own,1
90,100,-250,-150,-850,1,11,3,136,fmri,own,1
91,100,0,100,-750,2,12,3,136,fmri,own,1
92,50,-50,0,-750,3,13,3,136,fmri,own,1
93,50,0,50,-700,4,14,3,136,fmri,own,1
94,50,-50,0,-700,3,15,3,136,fmri,own,1
95,100,0,100,-600,1,16,3,136,fmri,own,1
96,100,-250,-150,-750,1,17,3,136,fmri,own,1
97,50,0,50,-700,3,18,3,136,fmri,own,1
98,50,0,50,-650,4,19,3,136,fmri,own,1
99,50,0,50,-600,4,20,3,136,fmri,own,1
100,50,0,50,-550,3,21,3,136,fmri,own,1
101,50,0,50,-500,4,22,3,136,fmri,own,1
102,50,0,50,-450,3,23,3,136,fmri,own,1
103,50,0,50,-400,4,24,3,136,fmri,own,1
104,50,0,50,-350,4,25,3,136,fmri,own,1
105,100,0,100,-250,2,26,3,136,fmri,own,1
106,50,-50,0,-250,3,27,3,136,fmri,own,1
107,50,0,50,-200,3,28,3,136,fmri,own,1
108,50,-250,-200,-400,4,29,3,136,fmri,own,1
109,50,0,50,-350,3,30,3,136,fmri,own,1
110,100,-250,-150,-500,1,31,3,136,fmri,own,1
111,100,0,100,-400,2,32,3,136,fmri,own,1
112,50,-50,0,-400,3,33,3,136,fmri,own,1
113,100,0,100,-300,2,34,3,136,fmri,own,1
114,50,0,50,-250,4,35,3,136,fmri,own,1
115,100,0,100,-150,2,36,3,136,fmri,own,1
116,50,0,50,-100,4,37,3,136,fmri,own,1
117,100,0,100,0,1,38,3,136,fmri,own,1
118,50,0,50,50,3,39,3,136,fmri,own,1
119,50,0,50,100,4,40,3,136,fmri,own,1
120,50,0,50,50,3,1,4,136,fmri,own,1
121,50,0,50,100,4,2,4,136,fmri,own,1
122,100,0,100,200,2,3,4,136,fmri,own,1
123,100,0,100,300,2,4,4,136,fmri,own,1
124,50,-50,0,300,3,5,4,136,fmri,own,1
125,50,0,50,350,4,6,4,136,fmri,own,1
126,50,0,50,400,4,7,4,136,fmri,own,1
127,50,0,50,450,4,8,4,136,fmri,own,1
128,50,0,50,500,4,9,4,136,fmri,own,1
129,50,0,50,550,4,10,4,136,fmri,own,1
130,50,0,50,600,4,11,4,136,fmri,own,1
131,50,0,50,650,4,12,4,136,fmri,own,1
132,50,0,50,700,4,13,4,136,fmri,own,1
133,50,0,50,750,4,14,4,136,fmri,own,1
134,50,0,50,800,4,15,4,136,fmri,own,1
135,50,0,50,850,4,16,4,136,fmri,own,1
136,50,-250,-200,650,4,17,4,136,fmri,own,1
137,50,0,50,700,4,18,4,136,fmri,own,1
138,50,0,50,750,4,19,4,136,fmri,own,1
139,50,0,50,800,4,20,4,136,fmri,own,1
140,50,0,50,850,4,21,4,136,fmri,own,1
141,50,0,50,900,4,22,4,136,fmri,own,1
142,50,0,50,950,4,23,4,136,fmri,own,1
143,50,0,50,1000,4,24,4,136,fmri,own,1
144,50,0,50,1050,4,25,4,136,fmri,own,1
145,50,-250,-200,850,4,26,4,136,fmri,own,1
146,50,0,50,900,4,27,4,136,fmri,own,1
147,50,0,50,950,4,28,4,136,fmri,own,1
148,50,0,50,1000,4,29,4,136,fmri,own,1
149,50,0,50,1050,4,30,4,136,fmri,own,1
150,50,-250,-200,850,4,31,4,136,fmri,own,1
151,50,0,50,900,4,32,4,136,fmri,own,1
152,50,0,50,950,4,33,4,136,fmri,own,1
153,50,0,50,1000,4,34,4,136,fmri,own,1
154,50,0,50,1050,4,35,4,136,fmri,own,1
155,50,0,50,1100,4,36,4,136,fmri,own,1
156,50,0,50,1150,4,37,4,136,fmri,own,1
157,50,-250,-200,950,4,38,4,136,fmri,own,1
158,50,0,50,1000,4,39,4,136,fmri,own,1
159,50,0,50,1050,4,40,4,136,fmri,own,1
160,100,0,100,100,2,1,1,138,fmri,own,1
161,100,0,100,200,2,2,1,138,fmri,own,1
162,100,0,100,300,2,3,1,138,fmri,own,1
163,100,0,100,400,2,4,1,138,fmri,own,1
164,50,0,50,450,3,5,1,138,fmri,own,1
165,100,0,100,550,2,6,1,138,fmri,own,1
166,100,0,100,650,2,7,1,138,fmri,own,1
167,100,-250,-150,500,1,8,1,138,fmri,own,1
168,100,-1250,-1150,-650,2,9,1,138,fmri,own,1
169,50,-50,0,-650,3,10,1,138,fmri,own,1
170,100,0,100,-550,2,11,1,138,fmri,own,1
171,100,0,100,-450,2,12,1,138,fmri,own,1
172,100,0,100,-350,2,13,1,138,fmri,own,1
173,100,0,100,-250,2,14,1,138,fmri,own,1
174,100,0,100,-150,2,15,1,138,fmri,own,1
175,100,0,100,-50,2,16,1,138,fmri,own,1
176,100,0,100,50,2,17,1,138,fmri,own,1
177,50,0,50,100,3,18,1,138,fmri,own,1
178,50,-50,0,100,3,19,1,138,fmri,own,1
179,50,0,50,150,4,20,1,138,fmri,own,1
180,100,-250,-150,0,1,21,1,138,fmri,own,1
181,50,-50,0,0,3,22,1,138,fmri,own,1
182,50,0,50,50,4,23,1,138,fmri,own,1
183,50,0,50,100,3,24,1,138,fmri,own,1
184,50,0,50,150,3,25,1,138,fmri,own,1
185,50,0,50,200,3,26,1,138,fmri,own,1
186,50,-50,0,200,3,27,1,138,fmri,own,1
187,50,-250,-200,0,4,28,1,138,fmri,own,1
188,50,0,50,50,3,29,1,138,fmri,own,1
189,50,0,50,100,4,30,1,138,fmri,own,1
190,50,-50,0,100,3,31,1,138,fmri,own,1
191,100,0,100,200,1,32,1,138,fmri,own,1
192,50,-50,0,200,0,33,1,138,fmri,own,1
193,50,0,50,250,3,34,1,138,fmri,own,1
194,50,0,50,300,3,35,1,138,fmri,own,1
195,100,-1250,-1150,-850,2,36,1,138,fmri,own,1
196,100,0,100,-750,1,37,1,138,fmri,own,1
197,50,-50,0,-750,3,38,1,138,fmri,own,1
198,100,0,100,-650,2,39,1,138,fmri,own,1
199,100,0,100,-550,2,40,1,138,fmri,own,1
200,50,0,50,50,3,1,2,138,fmri,own,1
201,100,0,100,150,2,2,2,138,fmri,own,1
202,100,0,100,250,2,3,2,138,fmri,own,1
203,100,0,100,350,2,4,2,138,fmri,own,1
204,100,0,100,450,2,5,2,138,fmri,own,1
205,50,-50,0,450,3,6,2,138,fmri,own,1
206,50,0,50,500,3,7,2,138,fmri,own,1
207,50,-50,0,500,3,8,2,138,fmri,own,1
208,50,0,50,550,3,9,2,138,fmri,own,1
209,50,-50,0,550,3,10,2,138,fmri,own,1
210,50,-50,0,550,3,11,2,138,fmri,own,1
211,50,-50,0,550,3,12,2,138,fmri,own,1
212,50,-50,0,550,3,13,2,138,fmri,own,1
213,50,0,50,600,3,14,2,138,fmri,own,1
214,50,0,50,650,3,15,2,138,fmri,own,1
215,50,0,50,700,3,16,2,138,fmri,own,1
216,50,-50,0,700,3,17,2,138,fmri,own,1
217,50,0,50,750,3,18,2,138,fmri,own,1
218,100,0,100,850,2,19,2,138,fmri,own,1
219,50,0,50,900,3,20,2,138,fmri,own,1
220,50,-50,0,900,3,21,2,138,fmri,own,1
221,100,0,100,1000,1,22,2,138,fmri,own,1
222,50,0,50,1050,3,23,2,138,fmri,own,1
223,50,0,50,1100,3,24,2,138,fmri,own,1
224,100,-250,-150,950,1,25,2,138,fmri,own,1
225,50,-50,0,950,3,26,2,138,fmri,own,1
226,50,0,50,1000,4,27,2,138,fmri,own,1
227,100,0,100,1100,1,28,2,138,fmri,own,1
228,50,0,50,1150,3,29,2,138,fmri,own,1
229,50,0,50,1200,3,30,2,138,fmri,own,1
230,50,-50,0,1200,3,31,2,138,fmri,own,1
231,50,0,50,1250,4,32,2,138,fmri,own,1
232,100,-1250,-1150,100,2,33,2,138,fmri,own,1
233,100,0,100,200,2,34,2,138,fmri,own,1
234,100,0,100,300,2,35,2,138,fmri,own,1
235,100,0,100,400,2,36,2,138,fmri,own,1
236,100,0,100,500,2,37,2,138,fmri,own,1
237,50,-50,0,500,3,38,2,138,fmri,own,1
238,50,0,50,550,4,39,2,138,fmri,own,1
239,50,-50,0,550,3,40,2,138,fmri,own,1
240,50,0,50,50,3,1,3,138,fmri,own,1
241,50,0,50,100,4,2,3,138,fmri,own,1
242,100,0,100,200,1,3,3,138,fmri,own,1
243,100,0,100,300,2,4,3,138,fmri,own,1
244,50,0,50,350,3,5,3,138,fmri,own,1
245,50,0,50,400,4,6,3,138,fmri,own,1
246,50,-50,0,400,3,7,3,138,fmri,own,1
247,100,0,100,500,2,8,3,138,fmri,own,1
248,50,0,50,550,4,9,3,138,fmri,own,1
249,100,-250,-150,400,1,10,3,138,fmri,own,1
250,50,-250,-200,200,4,11,3,138,fmri,own,1
251,50,-50,0,200,3,12,3,138,fmri,own,1
252,50,0,50,250,3,13,3,138,fmri,own,1
253,50,0,50,300,3,14,3,138,fmri,own,1
254,50,-50,0,300,3,15,3,138,fmri,own,1
255,50,0,50,350,3,16,3,138,fmri,own,1
256,100,0,100,450,2,17,3,138,fmri,own,1
257,100,0,100,550,1,18,3,138,fmri,own,1
258,50,-50,0,550,3,19,3,138,fmri,own,1
259,50,-50,0,550,3,20,3,138,fmri,own,1
260,50,0,50,600,3,21,3,138,fmri,own,1
261,50,0,50,650,3,22,3,138,fmri,own,1
262,50,-50,0,650,3,23,3,138,fmri,own,1
263,50,0,50,700,4,24,3,138,fmri,own,1
264,50,0,50,750,3,25,3,138,fmri,own,1
265,50,0,50,800,3,26,3,138,fmri,own,1
266,50,-50,0,800,3,27,3,138,fmri,own,1
267,50,-50,0,800,3,28,3,138,fmri,own,1
268,50,0,50,850,4,29,3,138,fmri,own,1
269,50,0,50,900,3,30,3,138,fmri,own,1
270,50,0,50,950,4,31,3,138,fmri,own,1
271,50,-50,0,950,3,32,3,138,fmri,own,1
272,50,-50,0,950,3,33,3,138,fmri,own,1
273,50,-50,0,950,3,34,3,138,fmri,own,1
274,50,0,50,1000,3,35,3,138,fmri,own,1
275,50,-50,0,1000,3,36,3,138,fmri,own,1
276,50,-50,0,1000,3,37,3,138,fmri,own,1
277,50,0,50,1050,3,38,3,138,fmri,own,1
278,50,-50,0,1050,3,39,3,138,fmri,own,1
279,100,0,100,1150,2,40,3,138,fmri,own,1
280,100,0,100,100,2,1,4,138,fmri,own,1
281,50,0,50,150,4,2,4,138,fmri,own,1
282,50,0,50,200,3,3,4,138,fmri,own,1
283,50,0,50,250,4,4,4,138,fmri,own,1
284,50,0,50,300,4,5,4,138,fmri,own,1
285,50,0,50,350,3,6,4,138,fmri,own,1
286,50,0,50,400,3,7,4,138,fmri,own,1
287,50,0,50,450,4,8,4,138,fmri,own,1
288,50,-50,0,450,3,9,4,138,fmri,own,1
289,100,0,100,550,2,10,4,138,fmri,own,1
290,100,0,100,650,2,11,4,138,fmri,own,1
291,50,-50,0,650,3,12,4,138,fmri,own,1
292,50,0,50,700,3,13,4,138,fmri,own,1
293,50,-50,0,700,3,14,4,138,fmri,own,1
294,50,0,50,750,3,15,4,138,fmri,own,1
295,50,0,50,800,3,16,4,138,fmri,own,1
296,50,0,50,850,3,17,4,138,fmri,own,1
297,100,0,100,950,2,18,4,138,fmri,own,1
298,50,-50,0,950,3,19,4,138,fmri,own,1
299,50,0,50,1000,3,20,4,138,fmri,own,1
300,50,-50,0,1000,3,21,4,138,fmri,own,1
301,50,-50,0,1000,3,22,4,138,fmri,own,1
302,50,0,50,1050,3,23,4,138,fmri,own,1
303,50,-50,0,1050,3,24,4,138,fmri,own,1
304,100,-1250,-1150,-100,2,25,4,138,fmri,own,1
305,50,0,50,-50,3,26,4,138,fmri,own,1
306,100,0,100,50,2,27,4,138,fmri,own,1
307,100,0,100,150,2,28,4,138,fmri,own,1
308,50,-50,0,150,3,29,4,138,fmri,own,1
309,50,-50,0,150,3,30,4,138,fmri,own,1
310,50,0,50,200,3,31,4,138,fmri,own,1
311,100,0,100,300,2,32,4,138,fmri,own,1
312,50,0,50,350,3,33,4,138,fmri,own,1
313,50,0,50,400,3,34,4,138,fmri,own,1
314,50,-50,0,400,3,35,4,138,fmri,own,1
315,50,-50,0,400,3,36,4,138,fmri,own,1
316,50,0,50,450,3,37,4,138,fmri,own,1
317,50,0,50,500,4,38,4,138,fmri,own,1
318,50,0,50,550,3,39,4,138,fmri,own,1
319,50,0,50,600,3,40,4,138,fmri,own,1
320,50,0,50,50,4,1,1,139,fmri,own,1
321,50,0,50,100,4,2,1,139,fmri,own,1
322,50,-250,-200,-100,4,3,1,139,fmri,own,1
323,50,0,50,-50,4,4,1,139,fmri,own,1
324,100,-250,-150,-200,1,5,1,139,fmri,own,1
325,100,-250,-150,-350,1,6,1,139,fmri,own,1
326,100,0,100,-250,2,7,1,139,fmri,own,1
327,50,0,50,-200,4,8,1,139,fmri,own,1
328,100,0,100,-100,2,9,1,139,fmri,own,1
329,100,0,100,0,2,10,1,139,fmri,own,1
330,100,0,100,100,2,11,1,139,fmri,own,1
331,100,0,100,200,2,12,1,139,fmri,own,1
332,50,0,50,250,4,13,1,139,fmri,own,1
333,50,0,50,300,4,14,1,139,fmri,own,1
334,100,0,100,400,2,15,1,139,fmri,own,1
335,50,0,50,450,4,16,1,139,fmri,own,1
336,50,0,50,500,4,17,1,139,fmri,own,1
337,50,0,50,550,4,18,1,139,fmri,own,1
338,50,-250,-200,350,4,19,1,139,fmri,own,1
339,50,0,50,400,3,20,1,139,fmri,own,1
340,50,-50,0,400,3,21,1,139,fmri,own,1
341,100,0,100,500,1,22,1,139,fmri,own,1
342,100,0,100,600,1,23,1,139,fmri,own,1
343,100,0,100,700,1,24,1,139,fmri,own,1
344,100,-250,-150,550,1,25,1,139,fmri,own,1
345,50,0,50,600,3,26,1,139,fmri,own,1
346,100,-1250,-1150,-550,2,27,1,139,fmri,own,1
347,100,-250,-150,-700,0,28,1,139,fmri,own,1
348,100,0,100,-600,1,29,1,139,fmri,own,1
349,100,0,100,-500,1,30,1,139,fmri,own,1
350,100,-250,-150,-650,1,31,1,139,fmri,own,1
351,50,-50,0,-650,3,32,1,139,fmri,own,1
352,100,0,100,-550,2,33,1,139,fmri,own,1
353,50,-50,0,-550,3,34,1,139,fmri,own,1
354,50,0,50,-500,4,35,1,139,fmri,own,1
355,100,0,100,-400,2,36,1,139,fmri,own,1
356,100,0,100,-300,2,37,1,139,fmri,own,1
357,50,0,50,-250,0,38,1,139,fmri,own,1
358,100,0,100,-150,2,39,1,139,fmri,own,1
359,50,0,50,-100,4,40,1,139,fmri,own,1
360,100,0,100,100,1,1,2,139,fmri,own,1
361,100,0,100,200,2,2,2,139,fmri,own,1
362,50,0,50,250,3,3,2,139,fmri,own,1
363,100,0,100,350,0,4,2,139,fmri,own,1
364,100,0,100,450,2,5,2,139,fmri,own,1
365,100,0,100,550,1,6,2,139,fmri,own,1
366,100,0,100,650,2,7,2,139,fmri,own,1
367,50,0,50,700,3,8,2,139,fmri,own,1
368,100,0,100,800,1,9,2,139,fmri,own,1
369,100,-1250,-1150,-350,2,10,2,139,fmri,own,1
370,100,0,100,-250,2,11,2,139,fmri,own,1
371,100,0,100,-150,2,12,2,139,fmri,own,1
372,100,0,100,-50,2,13,2,139,fmri,own,1
373,100,0,100,50,2,14,2,139,fmri,own,1
374,100,-250,-150,-100,1,15,2,139,fmri,own,1
375,100,0,100,0,2,16,2,139,fmri,own,1
376,100,0,100,100,2,17,2,139,fmri,own,1
377,50,0,50,150,4,18,2,139,fmri,own,1
378,50,0,50,200,4,19,2,139,fmri,own,1
379,50,0,50,250,4,20,2,139,fmri,own,1
380,100,0,100,350,2,21,2,139,fmri,own,1
381,50,0,50,400,4,22,2,139,fmri,own,1
382,50,0,50,450,4,23,2,139,fmri,own,1
383,100,0,100,550,2,24,2,139,fmri,own,1
384,100,-1250,-1150,-600,2,25,2,139,fmri,own,1
385,100,0,100,-500,2,26,2,139,fmri,own,1
386,100,0,100,-400,2,27,2,139,fmri,own,1
387,100,0,100,-300,2,28,2,139,fmri,own,1
388,100,0,100,-200,2,29,2,139,fmri,own,1
389,100,0,100,-100,1,30,2,139,fmri,own,1
390,100,-250,-150,-250,1,31,2,139,fmri,own,1
391,50,0,50,-200,4,32,2,139,fmri,own,1
392,50,0,50,-150,4,33,2,139,fmri,own,1
393,50,0,50,-100,4,34,2,139,fmri,own,1
394,50,0,50,-50,4,35,2,139,fmri,own,1
395,50,-250,-200,-250,4,36,2,139,fmri,own,1
396,100,0,100,-150,2,37,2,139,fmri,own,1
397,100,0,100,-50,2,38,2,139,fmri,own,1
398,100,0,100,50,2,39,2,139,fmri,own,1
399,50,0,50,100,4,40,2,139,fmri,own,1
400,100,-250,-150,-150,1,1,3,139,fmri,own,1
401,100,0,100,-50,2,2,3,139,fmri,own,1
402,100,0,100,50,2,3,3,139,fmri,own,1
403,50,0,50,100,4,4,3,139,fmri,own,1
404,50,0,50,150,4,5,3,139,fmri,own,1
405,50,0,50,200,4,6,3,139,fmri,own,1
406,50,0,50,250,4,7,3,139,fmri,own,1
407,50,0,50,300,4,8,3,139,fmri,own,1
408,50,0,50,350,4,9,3,139,fmri,own,1
409,50,0,50,400,4,10,3,139,fmri,own,1
410,50,0,50,450,4,11,3,139,fmri,own,1
411,50,-250,-200,250,4,12,3,139,fmri,own,1
412,100,0,100,350,2,13,3,139,fmri,own,1
413,100,0,100,450,2,14,3,139,fmri,own,1
414,100,0,100,550,2,15,3,139,fmri,own,1
415,50,0,50,600,4,16,3,139,fmri,own,1
416,50,0,50,650,4,17,3,139,fmri,own,1
417,50,0,50,700,4,18,3,139,fmri,own,1
418,50,0,50,750,4,19,3,139,fmri,own,1
419,50,0,50,800,4,20,3,139,fmri,own,1
420,50,0,50,850,4,21,3,139,fmri,own,1
421,50,0,50,900,4,22,3,139,fmri,own,1
422,50,0,50,950,4,23,3,139,fmri,own,1
423,50,0,50,1000,4,24,3,139,fmri,own,1
424,50,0,50,1050,4,25,3,139,fmri,own,1
425,50,0,50,1100,4,26,3,139,fmri,own,1
426,50,0,50,1150,4,27,3,139,fmri,own,1
427,50,0,50,1200,4,28,3,139,fmri,own,1
428,50,0,50,1250,4,29,3,139,fmri,own,1
429,50,0,50,1300,4,30,3,139,fmri,own,1
430,50,-250,-200,1100,4,31,3,139,fmri,own,1
431,100,-1250,-1150,-50,2,32,3,139,fmri,own,1
432,100,0,100,50,2,33,3,139,fmri,own,1
433,100,0,100,150,2,34,3,139,fmri,own,1
434,100,0,100,250,2,35,3,139,fmri,own,1
435,50,0,50,300,4,36,3,139,fmri,own,1
436,50,0,50,350,4,37,3,139,fmri,own,1
437,50,0,50,400,4,38,3,139,fmri,own,1
438,50,0,50,450,4,39,3,139,fmri,own,1
439,50,0,50,500,4,40,3,139,fmri,own,1
440,50,0,50,50,4,1,4,139,fmri,own,1
441,50,0,50,100,4,2,4,139,fmri,own,1
442,50,0,50,150,4,3,4,139,fmri,own,1
443,50,-250,-200,-50,4,4,4,139,fmri,own,1
444,100,0,100,50,2,5,4,139,fmri,own,1
445,100,0,100,150,2,6,4,139,fmri,own,1
446,50,0,50,200,4,7,4,139,fmri,own,1
447,50,0,50,250,4,8,4,139,fmri,own,1
448,50,0,50,300,4,9,4,139,fmri,own,1
449,50,0,50,350,4,10,4,139,fmri,own,1
450,50,-250,-200,150,4,11,4,139,fmri,own,1
451,50,0,50,200,4,12,4,139,fmri,own,1
452,50,0,50,250,4,13,4,139,fmri,own,1
453,50,0,50,300,4,14,4,139,fmri,own,1
454,50,0,50,350,4,15,4,139,fmri,own,1
455,50,0,50,400,4,16,4,139,fmri,own,1
456,50,0,50,450,4,17,4,139,fmri,own,1
457,50,-250,-200,250,4,18,4,139,fmri,own,1
458,50,0,50,300,4,19,4,139,fmri,own,1
459,50,0,50,350,4,20,4,139,fmri,own,1
460,50,0,50,400,4,21,4,139,fmri,own,1
461,50,0,50,450,4,22,4,139,fmri,own,1
462,50,0,50,500,3,23,4,139,fmri,own,1
463,50,-50,0,500,3,24,4,139,fmri,own,1
464,50,0,50,550,3,25,4,139,fmri,own,1
465,50,0,50,600,4,26,4,139,fmri,own,1
466,50,-50,0,600,3,27,4,139,fmri,own,1
467,50,-50,0,600,3,28,4,139,fmri,own,1
468,50,0,50,650,3,29,4,139,fmri,own,1
469,50,0,50,700,4,30,4,139,fmri,own,1
470,50,0,50,750,4,31,4,139,fmri,own,1
471,50,0,50,800,4,32,4,139,fmri,own,1
472,50,0,50,850,3,33,4,139,fmri,own,1
473,50,0,50,900,4,34,4,139,fmri,own,1
474,50,0,50,950,4,35,4,139,fmri,own,1
475,50,0,50,1000,4,36,4,139,fmri,own,1
476,50,-50,0,1000,3,37,4,139,fmri,own,1
477,50,0,50,1050,4,38,4,139,fmri,own,1
478,50,0,50,1100,4,39,4,139,fmri,own,1
479,50,0,50,1150,4,40,4,139,fmri,own,1
480,100,0,100,100,2,1,1,140,fmri,own,1
481,50,0,50,150,3,2,1,140,fmri,own,1
482,50,0,50,200,4,3,1,140,fmri,own,1
483,100,-250,-150,50,0,4,1,140,fmri,own,1
484,100,0,100,150,2,5,1,140,fmri,own,1
485,100,-250,-150,0,1,6,1,140,fmri,own,1
486,100,-250,-150,-150,1,7,1,140,fmri,own,1
487,100,0,100,-50,2,8,1,140,fmri,own,1
488,100,0,100,50,2,9,1,140,fmri,own,1
489,100,0,100,150,2,10,1,140,fmri,own,1
490,100,0,100,250,2,11,1,140,fmri,own,1
491,50,-50,0,250,3,12,1,140,fmri,own,1
492,50,0,50,300,4,13,1,140,fmri,own,1
493,100,-1250,-1150,-850,2,14,1,140,fmri,own,1
494,100,0,100,-750,1,15,1,140,fmri,own,1
495,100,0,100,-650,1,16,1,140,fmri,own,1
496,100,0,100,-550,1,17,1,140,fmri,own,1
497,100,-250,-150,-700,1,18,1,140,fmri,own,1
498,100,0,100,-600,2,19,1,140,fmri,own,1
499,50,0,50,-550,3,20,1,140,fmri,own,1
500,50,-50,0,-550,3,21,1,140,fmri,own,1
501,50,-50,0,-550,3,22,1,140,fmri,own,1
502,50,0,50,-500,3,23,1,140,fmri,own,1
503,50,0,50,-450,3,24,1,140,fmri,own,1
504,50,-250,-200,-650,4,25,1,140,fmri,own,1
505,100,0,100,-550,1,26,1,140,fmri,own,1
506,100,0,100,-450,2,27,1,140,fmri,own,1
507,50,0,50,-400,3,28,1,140,fmri,own,1
508,50,0,50,-350,4,29,1,140,fmri,own,1
509,100,0,100,-250,2,30,1,140,fmri,own,1
510,100,0,100,-150,2,31,1,140,fmri,own,1
511,100,0,100,-50,2,32,1,140,fmri,own,1
512,100,0,100,50,2,33,1,140,fmri,own,1
513,100,0,100,150,1,34,1,140,fmri,own,1
514,100,-250,-150,0,1,35,1,140,fmri,own,1
515,50,0,50,50,4,36,1,140,fmri,own,1
516,50,0,50,100,4,37,1,140,fmri,own,1
517,50,0,50,150,4,38,1,140,fmri,own,1
